MACH,ALPHA_DEG,BETA_DEG,DELTA_ELEVON_L,DELTA_ELEVON_R,DELTA_RUDDER,CA,CN,CY,CLL,CM,CLN,XCP,ZCP
3.0,10.0,4.0,0.0,0.0,0,0.0345854640570992,0.2806697063074948,-0.0229,-0.0066,-0.0127,0.0171,0,0
3.0,12.0,4.0,0.0,0.0,0,0.0383610976592503,0.3276353389156598,-0.0227,-0.0071,-0.0145,0.0172,0,0
3.0,14.0,4.0,0.0,0.0,0,0.0423444938037196,0.3757040769501558,0.0,0.0,-0.0164,0.0,0,0
3.0,16.0,4.0,0.0,0.0,0,0.0468782720483478,0.4249845850290596,0.0,0.0,-0.0181,0.0,0,0
3.0,-6.0,8.0,0.0,0.0,0,0.0145517894182507,-0.0415486842251803,-0.0776,0.0118,0.0022,0.0374,0,0
3.0,-4.0,8.0,0.0,0.0,0,0.0160577265012088,-0.0074382495792017,-0.0698,0.0062,0.0005,0.0352,0,0
3.0,-2.0,8.0,0.0,0.0,0,0.0180447902294554,0.0286877216878257,-0.0639,0.0034,-0.0013,0.0326,0,0
3.0,0.0,8.0,0.0,0.0,0,0.0203004954092021,0.0667,-0.0594,0.001,-0.0032,0.0305,0,0
3.0,2.0,8.0,0.0,0.0,0,0.0228341404868441,0.1065618145888687,-0.0556,-0.0018,-0.0051,0.0294,0,0
3.0,4.0,8.0,0.0,0.0,0,0.0255829113637168,0.1480452043619411,-0.0525,-0.0047,-0.007,0.0295,0,0
3.0,6.0,8.0,0.0,0.0,0,0.0284045920953575,0.1911160420365499,-0.0497,-0.0076,-0.0088,0.0307,0,0
3.0,8.0,8.0,0.0,0.0,0,0.0314920299690487,0.2355754475278345,-0.0474,-0.0106,-0.0106,0.0325,0,0
3.0,10.0,8.0,0.0,0.0,0,0.0347452450865279,0.2814086786423085,-0.0459,-0.0132,-0.0124,0.0341,0,0
3.0,12.0,8.0,0.0,0.0,0,0.0383107735006381,0.3284425146614283,-0.0455,-0.0141,-0.0143,0.0344,0,0
3.0,14.0,8.0,0.0,0.0,0,0.0421268387266098,0.3766804230738212,0.0,0.0,-0.0164,0.0,0,0
3.0,16.0,8.0,0.0,0.0,0,0.0463866074056216,0.4259879318408649,0.0,0.0,-0.0189,0.0,0,0
4.0,-6.0,-8.0,0.0,0.0,0,0.009766730887019,-0.0359176620817798,0.0634,-0.0099,0.0022,-0.0274,0,0
4.0,-4.0,-8.0,0.0,0.0,0,0.0114067019546914,-0.0058098437928872,0.0585,-0.006,0.0015,-0.0265,0,0
4.0,-2.0,-8.0,0.0,0.0,0,0.0131687608852132,0.0252558020251152,0.0537,-0.0034,0.0006,-0.0253,0,0
4.0,0.0,-8.0,0.0,0.0,0,0.0149530478379977,0.0574,0.049,-0.0008,-0.0005,-0.024,0,0
4.0,2.0,-8.0,0.0,0.0,0,0.016938771378826,0.090946556780977,0.0445,0.0019,-0.0017,-0.0229,0,0
4.0,4.0,-8.0,0.0,0.0,0,0.0192786145277906,0.126051864173914,0.0405,0.0043,-0.003,-0.022,0,0
4.0,6.0,-8.0,0.0,0.0,0,0.0218141765330747,0.1628724345887528,0.0371,0.0062,-0.0044,-0.0214,0,0
4.0,8.0,-8.0,0.0,0.0,0,0.0246398379138086,0.2017930386299949,0.0345,0.0076,-0.006,-0.0211,0,0
4.0,10.0,-8.0,0.0,0.0,0,0.0277228392696682,0.2431073676934824,0.0331,0.0084,-0.0079,-0.0209,0,0
4.0,12.0,-8.0,0.0,0.0,0,0.0310389300767989,0.2869233193670316,0.0331,0.0089,-0.0103,-0.0206,0,0
4.0,14.0,-8.0,0.0,0.0,0,0.0345802558991178,0.333677364838091,0.0,0.0,-0.0134,0.0,0,0
4.0,16.0,-8.0,0.0,0.0,0,0.0380281372814719,0.3836436807636766,0.0,0.0,-0.0176,0.0,0,0
4.0,-6.0,-4.0,0.0,0.0,0,0.0087794219840741,-0.0348083834550012,0.0317,-0.0049,0.0015,-0.0137,0,0
4.0,-4.0,-4.0,0.0,0.0,0,0.0105470081375418,-0.0050480188163496,0.0293,-0.003,0.0004,-0.0133,0,0
4.0,-2.0,-4.0,0.0,0.0,0,0.0123723850679923,0.0255837949447468,0.0268,-0.0017,-0.0007,-0.0126,0,0
4.0,0.0,-4.0,0.0,0.0,0,0.0142651659187154,0.0573,0.0245,-0.0004,-0.0019,-0.012,0,0
4.0,2.0,-4.0,0.0,0.0,0,0.0164098598251818,0.0903277210559514,0.0223,0.0009,-0.0031,-0.0114,0,0
4.0,4.0,-4.0,0.0,0.0,0,0.018864726135983,0.1249202361902852,0.0203,0.0021,-0.0045,-0.011,0,0
4.0,6.0,-4.0,0.0,0.0,0,0.0215497570013314,0.1614369313846907,0.0185,0.0031,-0.006,-0.0107,0,0
4.0,8.0,-4.0,0.0,0.0,0,0.0245678569165586,0.200066215487277,0.0173,0.0038,-0.0078,-0.0106,0,0
4.0,10.0,-4.0,0.0,0.0,0,0.0277538757101947,0.241285072353938,0.0165,0.0042,-0.0098,-0.0105,0,0
4.0,12.0,-4.0,0.0,0.0,0,0.0311421124936738,0.2853095065150033,0.0166,0.0044,-0.0121,-0.0103,0,0
4.0,14.0,-4.0,0.0,0.0,0,0.0346227833935001,0.3324512317781113,0.0,0.0,-0.0149,0.0,0,0
4.0,16.0,-4.0,0.0,0.0,0,0.0379271778608813,0.3830945813977425,0.0,0.0,-0.0181,0.0,0,0
4.0,-6.0,-2.0,0.0,0.0,0,0.0086345252527688,-0.0344915017109958,0.0159,-0.0025,0.0014,-0.0069,0,0
4.0,-4.0,-2.0,0.0,0.0,0,0.0103814315224215,-0.0048359521919056,0.0146,-0.0015,0.0002,-0.0066,0,0
4.0,-2.0,-2.0,0.0,0.0,0,0.0121971137479032,0.025689976508544,0.0134,-0.0008,-0.001,-0.0063,0,0
4.0,0.0,-2.0,0.0,0.0,0,0.0140914106609692,0.0573,0.0122,-0.0002,-0.0022,-0.006,0,0
4.0,2.0,-2.0,0.0,0.0,0,0.0162528663326464,0.090122116813527,0.0111,0.0005,-0.0035,-0.0057,0,0
4.0,4.0,-2.0,0.0,0.0,0,0.0187365580261795,0.1246105412335494,0.0101,0.0011,-0.0049,-0.0055,0,0
4.0,6.0,-2.0,0.0,0.0,0,0.0214625491229641,0.1610255621555004,0.0093,0.0016,-0.0064,-0.0054,0,0
4.0,8.0,-2.0,0.0,0.0,0,0.0245202038237708,0.199655587252833,0.0086,0.0019,-0.0082,-0.0053,0,0
4.0,10.0,-2.0,0.0,0.0,0,0.02776871049182,0.2407799748202486,0.0083,0.0021,-0.0103,-0.0052,0,0
4.0,12.0,-2.0,0.0,0.0,0,0.031211375148528,0.2848130584493388,0.0083,0.0022,-0.0126,-0.0052,0,0
4.0,14.0,-2.0,0.0,0.0,0,0.0346070468815754,0.3321381241362166,0.0,0.0,-0.0152,0.0,0,0
4.0,16.0,-2.0,0.0,0.0,0,0.0379165946589396,0.3829875167698331,0.0,0.0,-0.0182,0.0,0,0
4.0,-6.0,0.0,0.0,0.0,0,0.0085424642608164,-0.0344818257108389,0.0,0.0,0.0013,0.0,0,0
4.0,-4.0,0.0,0.0,0.0,0,0.0102951530377776,-0.004729674822727,0.0,0.0,0.0001,0.0,0,0
4.0,-2.0,0.0,0.0,0.0,0,0.0121040541265491,0.0256932262221303,0.0,0.0,-0.0011,0.0,0,0
4.0,0.0,0.0,0.0,0.0,0,0.014,0.0572,0.0,0.0,-0.0023,0.0,0,0
4.0,2.0,0.0,0.0,0.0,0,0.0162646770892966,0.0901225292542375,0.0,0.0,-0.0036,0.0,0,0
4.0,4.0,0.0,0.0,0.0,0,0.0186604279489402,0.124504973510147,0.0,0.0,-0.005,0.0,0,0
4.0,6.0,0.0,0.0,0.0,0,0.0214961448994323,0.1609285423859379,0.0,0.0,-0.0066,0.0,0,0
4.0,8.0,0.0,0.0,0.0,0,0.0244804406782129,0.1994480333926622,0.0,0.0,-0.0084,0.0,0,0
4.0,10.0,0.0,0.0,0.0,0,0.0278275896541835,0.2406888141439862,0.0,0.0,-0.0104,0.0,0,0
4.0,12.0,0.0,0.0,0.0,0,0.0311878598833918,0.2847058260659482,0.0,0.0,-0.0127,0.0,0,0
4.0,14.0,0.0,0.0,0.0,0,0.0346986219562878,0.3320578950037698,0.0,0.0,-0.0153,0.0,0,0
4.0,16.0,0.0,0.0,0.0,0,0.0379312423830823,0.3828876869935567,0.0,0.0,-0.0182,0.0,0,0
4.0,-6.0,2.0,0.0,0.0,0,0.0086345252527688,-0.0344915017109958,-0.0159,0.0025,0.0014,0.0069,0,0
4.0,-4.0,2.0,0.0,0.0,0,0.0103814315224215,-0.0048359521919056,-0.0146,0.0015,0.0002,0.0066,0,0
4.0,-2.0,2.0,0.0,0.0,0,0.0121971137479032,0.025689976508544,-0.0134,0.0008,-0.001,0.0063,0,0
4.0,0.0,2.0,0.0,0.0,0,0.0140914106609692,0.0573,-0.0122,0.0002,-0.0022,0.006,0,0
4.0,2.0,2.0,0.0,0.0,0,0.0162528663326464,0.090122116813527,-0.0111,-0.0005,-0.0035,0.0057,0,0
4.0,4.0,2.0,0.0,0.0,0,0.0187365580261795,0.1246105412335494,-0.0101,-0.0011,-0.0049,0.0055,0,0
4.0,6.0,2.0,0.0,0.0,0,0.0214625491229641,0.1610255621555004,-0.0093,-0.0016,-0.0064,0.0054,0,0
4.0,8.0,2.0,0.0,0.0,0,0.0245202038237708,0.199655587252833,-0.0086,-0.0019,-0.0082,0.0053,0,0
4.0,10.0,2.0,0.0,0.0,0,0.02776871049182,0.2407799748202486,-0.0083,-0.0021,-0.0103,0.0052,0,0
4.0,12.0,2.0,0.0,0.0,0,0.031211375148528,0.2848130584493388,-0.0083,-0.0022,-0.0126,0.0052,0,0
4.0,14.0,2.0,0.0,0.0,0,0.0346070468815754,0.3321381241362166,0.0,0.0,-0.0152,0.0,0,0
4.0,16.0,2.0,0.0,0.0,0,0.0379165946589396,0.3829875167698331,0.0,0.0,-0.0182,0.0,0,0
4.0,-6.0,4.0,0.0,0.0,0,0.0087794219840741,-0.0348083834550012,-0.0317,0.0049,0.0015,0.0137,0,0
4.0,-4.0,4.0,0.0,0.0,0,0.0105470081375418,-0.0050480188163496,-0.0293,0.003,0.0004,0.0133,0,0
4.0,-2.0,4.0,0.0,0.0,0,0.0123723850679923,0.0255837949447468,-0.0268,0.0017,-0.0007,0.0126,0,0
4.0,0.0,4.0,0.0,0.0,0,0.0142651659187154,0.0573,-0.0245,0.0004,-0.0019,0.012,0,0
4.0,2.0,4.0,0.0,0.0,0,0.0164098598251818,0.0903277210559514,-0.0223,-0.0009,-0.0031,0.0114,0,0
4.0,4.0,4.0,0.0,0.0,0,0.018864726135983,0.1249202361902852,-0.0203,-0.0021,-0.0045,0.011,0,0
4.0,6.0,4.0,0.0,0.0,0,0.0215497570013314,0.1614369313846907,-0.0185,-0.0031,-0.006,0.0107,0,0
4.0,8.0,4.0,0.0,0.0,0,0.0245678569165586,0.200066215487277,-0.0173,-0.0038,-0.0078,0.0106,0,0
4.0,10.0,4.0,0.0,0.0,0,0.0277538757101947,0.241285072353938,-0.0165,-0.0042,-0.0098,0.0105,0,0
4.0,12.0,4.0,0.0,0.0,0,0.0311421124936738,0.2853095065150033,-0.0166,-0.0044,-0.0121,0.0103,0,0
4.0,14.0,4.0,0.0,0.0,0,0.0346227833935001,0.3324512317781113,0.0,0.0,-0.0149,0.0,0,0
4.0,16.0,4.0,0.0,0.0,0,0.0379271778608813,0.3830945813977425,0.0,0.0,-0.0181,0.0,0,0
4.0,-6.0,8.0,0.0,0.0,0,0.009766730887019,-0.0359176620817798,-0.0634,0.0099,0.0022,0.0274,0,0
4.0,-4.0,8.0,0.0,0.0,0,0.0114067019546914,-0.0058098437928872,-0.0585,0.006,0.0015,0.0265,0,0
4.0,-2.0,8.0,0.0,0.0,0,0.0131687608852132,0.0252558020251152,-0.0537,0.0034,0.0006,0.0253,0,0
4.0,0.0,8.0,0.0,0.0,0,0.0149530478379977,0.0574,-0.049,0.0008,-0.0005,0.024,0,0
4.0,2.0,8.0,0.0,0.0,0,0.016938771378826,0.090946556780977,-0.0445,-0.0019,-0.0017,0.0229,0,0
4.0,4.0,8.0,0.0,0.0,0,0.0192786145277906,0.126051864173914,-0.0405,-0.0043,-0.003,0.022,0,0
4.0,6.0,8.0,0.0,0.0,0,0.0218141765330747,0.1628724345887528,-0.0371,-0.0062,-0.0044,0.0214,0,0
4.0,8.0,8.0,0.0,0.0,0,0.0246398379138086,0.2017930386299949,-0.0345,-0.0076,-0.006,0.0211,0,0
4.0,10.0,8.0,0.0,0.0,0,0.0277228392696682,0.2431073676934824,-0.0331,-0.0084,-0.0079,0.0209,0,0
4.0,12.0,8.0,0.0,0.0,0,0.0310389300767989,0.2869233193670316,-0.0331,-0.0089,-0.0103,0.0206,0,0
4.0,14.0,8.0,0.0,0.0,0,0.0345802558991178,0.333677364838091,0.0,0.0,-0.0134,0.0,0,0
4.0,16.0,8.0,0.0,0.0,0,0.0380281372814719,0.3836436807636766,0.0,0.0,-0.0176,0.0,0,0
5.0,-6.0,-8.0,0.0,0.0,0,0.0072094092174934,-0.0318279452810346,0.0539,-0.0089,0.0014,-0.0214,0,0
5.0,-4.0,-8.0,0.0,0.0,0,0.0088162233469686,-0.004526013794552,0.0491,-0.0059,0.0008,-0.0201,0,0
5.0,-2.0,-8.0,0.0,0.0,0,0.010320920484735,0.0231539098058322,0.0442,-0.0031,0.0001,-0.019,0,0
5.0,0.0,-8.0,0.0,0.0,0,0.0117841900180246,0.0515,0.0395,-0.0002,-0.0007,-0.018,0,0
5.0,2.0,-8.0,0.0,0.0,0,0.0136190265970066,0.0810246552045512,0.0352,0.0027,-0.0017,-0.0171,0,0
5.0,4.0,-8.0,0.0,0.0,0,0.0156831657734254,0.112167236091111,0.0314,0.005,-0.0029,-0.0162,0,0
5.0,6.0,-8.0,0.0,0.0,0,0.0181849752333901,0.1452967985809881,0.0283,0.0065,-0.0043,-0.0152,0,0
5.0,8.0,-8.0,0.0,0.0,0,0.0210770340414023,0.1808938022350099,0.0261,0.0074,-0.0061,-0.0143,0,0
5.0,10.0,-8.0,0.0,0.0,0,0.02421822336258,0.2196423105846134,0.0246,0.0078,-0.0081,-0.0135,0,0
5.0,12.0,-8.0,0.0,0.0,0,0.0275601617992126,0.2618521781853135,0.024,0.0076,-0.0104,-0.013,0,0
5.0,14.0,-8.0,0.0,0.0,0,0.0308739379313312,0.3080185488768834,0.0,0.0,-0.0132,0.0,0,0
5.0,16.0,-8.0,0.0,0.0,0,0.0338141308634048,0.3588205366736795,0.0,0.0,-0.0162,0.0,0,0
5.0,-6.0,-4.0,0.0,0.0,0,0.0064301106714277,-0.0304388769398741,0.0269,-0.0045,0.0013,-0.0107,0,0
5.0,-4.0,-4.0,0.0,0.0,0,0.0081568321148566,-0.0034774627697857,0.0246,-0.0029,0.0007,-0.01,0,0
5.0,-2.0,-4.0,0.0,0.0,0,0.0096108038993644,0.0236790123955716,0.0221,-0.0016,0.0,-0.0095,0,0
5.0,0.0,-4.0,0.0,0.0,0,0.011272473767936,0.0514,0.0198,-0.0001,-0.0007,-0.009,0,0
5.0,2.0,-4.0,0.0,0.0,0,0.01306662630612,0.0803049382803168,0.0176,0.0014,-0.0016,-0.0086,0,0
5.0,4.0,-4.0,0.0,0.0,0,0.015342286671609,0.1109404692245654,0.0157,0.0025,-0.0028,-0.0081,0,0
5.0,6.0,-4.0,0.0,0.0,0,0.0179903104034506,0.1437680760635589,0.0142,0.0033,-0.0041,-0.0076,0,0
5.0,8.0,-4.0,0.0,0.0,0,0.0209302560700306,0.1793584325776195,0.013,0.0037,-0.0058,-0.0072,0,0
5.0,10.0,-4.0,0.0,0.0,0,0.0242060695377012,0.218320112941917,0.0123,0.0039,-0.0079,-0.0068,0,0
5.0,12.0,-4.0,0.0,0.0,0,0.0275884975444292,0.26124479677697,0.012,0.0038,-0.0104,-0.0065,0,0
5.0,14.0,-4.0,0.0,0.0,0,0.0306771087935774,0.3086909034016108,0.0,0.0,-0.0134,0.0,0,0
5.0,16.0,-4.0,0.0,0.0,0,0.0333844646185737,0.3612980804502119,0.0,0.0,-0.017,0.0,0,0
5.0,-6.0,-2.0,0.0,0.0,0,0.0062801269855643,-0.0301214605354001,0.0135,-0.0022,0.0013,-0.0053,0,0
5.0,-4.0,-2.0,0.0,0.0,0,0.007986699682679,-0.0032650775715791,0.0123,-0.0015,0.0007,-0.005,0,0
5.0,-2.0,-2.0,0.0,0.0,0,0.0094306032866475,0.0237853660940604,0.0111,-0.0008,0.0,-0.0048,0,0
5.0,0.0,-2.0,0.0,0.0,0,0.0110932381799119,0.0514,0.0099,0.0,-0.0007,-0.0045,0,0
5.0,2.0,-2.0,0.0,0.0,0,0.0129992661098632,0.0802025250560005,0.0088,0.0007,-0.0016,-0.0043,0,0
5.0,4.0,-2.0,0.0,0.0,0,0.0152059180911024,0.110630200835057,0.0079,0.0013,-0.0027,-0.004,0,0
5.0,6.0,-2.0,0.0,0.0,0,0.017893291969864,0.1433556757034647,0.0071,0.0016,-0.0041,-0.0038,0,0
5.0,8.0,-2.0,0.0,0.0,0,0.0209698109681545,0.1789600606270109,0.0065,0.0018,-0.0058,-0.0036,0,0
5.0,10.0,-2.0,0.0,0.0,0,0.0241726820044265,0.2180095978354156,0.0062,0.0019,-0.0079,-0.0034,0,0
5.0,12.0,-2.0,0.0,0.0,0,0.027559407235871,0.2611363793815185,0.006,0.0019,-0.0104,-0.0032,0,0
5.0,14.0,-2.0,0.0,0.0,0,0.0306203656673356,0.3088828784771399,0.0,0.0,-0.0135,0.0,0,0
5.0,16.0,-2.0,0.0,0.0,0,0.0332311766346394,0.3619823354332296,0.0,0.0,-0.0172,0.0,0,0
5.0,-6.0,0.0,0.0,0.0,0,0.0061968224995094,-0.0300121540531427,0.0,0.0,0.0013,0.0,0,0
5.0,-4.0,0.0,0.0,0.0,0,0.0078989019753698,-0.0031586939680029,0.0,0.0,0.0007,0.0,0,0
5.0,-2.0,0.0,0.0,0.0,0,0.0094358389828944,0.0237851832595187,0.0,0.0,0.0,0.0,0,0
5.0,0.0,0.0,0.0,0.0,0,0.011,0.0514,0.0,0.0,-0.0007,0.0,0,0
5.0,2.0,0.0,0.0,0.0,0,0.0129124360466807,0.0800994319289492,0.0,0.0,-0.0016,0.0,0,0
5.0,4.0,0.0,0.0,0.0,0,0.0152268098180914,0.1105314175371132,0.0,0.0,-0.0027,0.0,0,0
5.0,6.0,0.0,0.0,0.0,0,0.0178241640431104,0.1432478592376315,0.0,0.0,-0.0041,0.0,0,0
5.0,8.0,0.0,0.0,0.0,0,0.0209122697473722,0.1788509909785605,0.0,0.0,-0.0058,0.0,0,0
5.0,10.0,0.0,0.0,0.0,0,0.024227061779731,0.2179176437958181,0.0,0.0,-0.0078,0.0,0,0
5.0,12.0,0.0,0.0,0.0,0,0.0275308271514722,0.2610280704375599,0.0,0.0,-0.0104,0.0,0,0
5.0,14.0,0.0,0.0,0.0,0,0.0306579411224987,0.3089953084532666,0.0,0.0,-0.0135,0.0,0,0
5.0,16.0,0.0,0.0,0.0,0,0.0331571017331139,0.3621691546841889,0.0,0.0,-0.0172,0.0,0,0
5.0,-6.0,2.0,0.0,0.0,0,0.0062801269855643,-0.0301214605354001,-0.0135,0.0022,0.0013,0.0053,0,0
5.0,-4.0,2.0,0.0,0.0,0,0.007986699682679,-0.0032650775715791,-0.0123,0.0015,0.0007,0.005,0,0
5.0,-2.0,2.0,0.0,0.0,0,0.0094306032866475,0.0237853660940604,-0.0111,0.0008,0.0,0.0048,0,0
5.0,0.0,2.0,0.0,0.0,0,0.0110932381799119,0.0514,-0.0099,0.0,-0.0007,0.0045,0,0
5.0,2.0,2.0,0.0,0.0,0,0.0129992661098632,0.0802025250560005,-0.0088,-0.0007,-0.0016,0.0043,0,0
5.0,4.0,2.0,0.0,0.0,0,0.0152059180911024,0.110630200835057,-0.0079,-0.0013,-0.0027,0.004,0,0
5.0,6.0,2.0,0.0,0.0,0,0.017893291969864,0.1433556757034647,-0.0071,-0.0016,-0.0041,0.0038,0,0
5.0,8.0,2.0,0.0,0.0,0,0.0209698109681545,0.1789600606270109,-0.0065,-0.0018,-0.0058,0.0036,0,0
5.0,10.0,2.0,0.0,0.0,0,0.0241726820044265,0.2180095978354156,-0.0062,-0.0019,-0.0079,0.0034,0,0
5.0,12.0,2.0,0.0,0.0,0,0.027559407235871,0.2611363793815185,-0.006,-0.0019,-0.0104,0.0032,0,0
5.0,14.0,2.0,0.0,0.0,0,0.0306203656673356,0.3088828784771399,0.0,0.0,-0.0135,0.0,0,0
5.0,16.0,2.0,0.0,0.0,0,0.0332311766346394,0.3619823354332296,0.0,0.0,-0.0172,0.0,0,0
5.0,-6.0,4.0,0.0,0.0,0,0.0064301106714277,-0.0304388769398741,-0.0269,0.0045,0.0013,0.0107,0,0
5.0,-4.0,4.0,0.0,0.0,0,0.0081568321148566,-0.0034774627697857,-0.0246,0.0029,0.0007,0.01,0,0
5.0,-2.0,4.0,0.0,0.0,0,0.0096108038993644,0.0236790123955716,-0.0221,0.0016,0.0,0.0095,0,0
5.0,0.0,4.0,0.0,0.0,0,0.011272473767936,0.0514,-0.0198,0.0001,-0.0007,0.009,0,0
5.0,2.0,4.0,0.0,0.0,0,0.01306662630612,0.0803049382803168,-0.0176,-0.0014,-0.0016,0.0086,0,0
5.0,4.0,4.0,0.0,0.0,0,0.015342286671609,0.1109404692245654,-0.0157,-0.0025,-0.0028,0.0081,0,0
5.0,6.0,4.0,0.0,0.0,0,0.0179903104034506,0.1437680760635589,-0.0142,-0.0033,-0.0041,0.0076,0,0
5.0,8.0,4.0,0.0,0.0,0,0.0209302560700306,0.1793584325776195,-0.013,-0.0037,-0.0058,0.0072,0,0
5.0,10.0,4.0,0.0,0.0,0,0.0242060695377012,0.218320112941917,-0.0123,-0.0039,-0.0079,0.0068,0,0
5.0,12.0,4.0,0.0,0.0,0,0.0275884975444292,0.26124479677697,-0.012,-0.0038,-0.0104,0.0065,0,0
5.0,14.0,4.0,0.0,0.0,0,0.0306771087935774,0.3086909034016108,0.0,0.0,-0.0134,0.0,0,0
5.0,16.0,4.0,0.0,0.0,0,0.0333844646185737,0.3612980804502119,0.0,0.0,-0.017,0.0,0,0
5.0,-6.0,8.0,0.0,0.0,0,0.0072094092174934,-0.0318279452810346,-0.0539,0.0089,0.0014,0.0214,0,0
